superkingdom	kingdom	phylum	class	order	family	genus	species
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	Sedimenticola	Sedimenticola thiotaurini
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	Thiolapillus	Thiolapillus brandeum
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Bathymodiolus septemdierum thioautotrophic gill symbiont
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Bathymodiolus thermophilus thioautotrophic gill symbiont
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	endosymbiont of unidentified scaly snail isolate Monju
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	gamma proteobacterium ectosymbiont of Catanema sp. 'belize 1'
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	gamma proteobacterium endosymbiont of Solemya velum
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	gamma proteobacterium HdN1
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	gamma proteobacterium HTCC6245
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	gamma proteobacterium NT2-2
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Gammaproteobacteria bacterium DM2
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	OM182 bacterium D4
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MR_MD2014
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	Solemya velum gill symbiont
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured gamma proteobacterium EB000_37F04
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured gamma proteobacterium EB000_65A11
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured gamma proteobacterium EB080_L93H08
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured gamma proteobacterium EBAC_27G05
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured gamma proteobacterium eBACHOT4E07
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured gamma proteobacterium HF0010_01E20
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured gamma proteobacterium HF0010_05D02
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured gamma proteobacterium HF0010_16J05
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	NA
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured Gammaproteobacteria bacterium
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured marine gamma proteobacterium EBAC20E09
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	uncultured marine gamma proteobacterium EBAC31A08
Bacteria	NA	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
Bacteria	NA	Proteobacteria	Zetaproteobacteria	NA	NA	NA	uncultured Zetaproteobacteria bacterium
Bacteria	NA	Proteobacteria	NA	NA	NA	NA	uncultured marine proteobacterium
Bacteria	NA	Proteobacteria	NA	NA	NA	NA	uncultured marine proteobacterium ANT32C12
Bacteria	NA	Proteobacteria	NA	NA	NA	NA	uncultured marine proteobacterium ANT8C10
Bacteria	NA	Proteobacteria	NA	NA	NA	NA	uncultured proteobacterium
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frondihabitans	Frondihabitans sp. 762G35
Bacteria	NA	Proteobacteria	NA	NA	NA	NA	uncultured proteobacterium DelRiverFos06H03
Bacteria	NA	Proteobacteria	NA	NA	NA	NA	uncultured proteobacterium EBAC46D07
Bacteria	NA	Proteobacteria	NA	NA	NA	NA	uncultured proteobacterium eBACred25D05
Bacteria	NA	Proteobacteria	NA	NA	NA	NA	NA
Bacteria	NA	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
Bacteria	NA	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	NA
Bacteria	NA	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira biflexa
Bacteria	NA	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira tipperaryensis
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frondihabitans	Frondihabitans sp. PAMC 28766
Bacteria	NA	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira weilii
Bacteria	NA	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	NA
Bacteria	NA	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Turneriella	Turneriella parva
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Salinispira pacifica
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta coccoides
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta globosa
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	Sphaerochaeta pleomorpha
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta perfilievii
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Gryllotalpicola	Gryllotalpicola sp. 2DFW10M-5
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema brennaborense
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema caldarium
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema phagedenis
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema putidum
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema succinifaciens
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	NA	NA	NA
Bacteria	NA	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus porcorum
Bacteria	NA	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	Fretibacterium fastidiosum
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Humibacter	Humibacter sp. BT305
Bacteria	NA	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio acidaminovorans
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma axanthum
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma brassicae
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma hippikon
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma laidlawii
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma morum
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma oculi
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma palmae
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Humibacter	Humibacter sp. WJ7-1
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma ziziphi
Bacteria	NA	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	NA	NA
Bacteria	NA	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	NA
Bacteria	NA	Tenericutes	Mollicutes	Entomoplasmatales	NA	NA	NA
Bacteria	NA	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Candidatus Hepatoplasma	Candidatus Hepatoplasma crinochetorum
Bacteria	NA	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma arginini
Bacteria	NA	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovirhinis
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia sp. 21MFCrub1.1
Bacteria	NA	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma phocidae
Bacteria	NA	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
Bacteria	NA	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	NA
Bacteria	NA	Tenericutes	Mollicutes	NA	NA	NA	NA
Bacteria	NA	Tenericutes	NA	NA	NA	Candidatus Izimaplasma	Candidatus Izimaplasma sp. HR1
Bacteria	NA	Tenericutes	NA	NA	NA	NA	Tenericutes bacterium MO-XQ
Bacteria	NA	Tenericutes	NA	NA	NA	NA	Tenericutes bacterium MZ-XQ
Bacteria	NA	Tenericutes	NA	NA	NA	NA	NA
Bacteria	NA	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga	Mesotoga infera
Bacteria	NA	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium nodosum
Bacteria	NA	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	Chthoniobacter flavus
Bacteria	NA	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Ereboglobus	Ereboglobus luteus
Bacteria	NA	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Lacunisphaera	Lacunisphaera limnophila
Bacteria	NA	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Nibricoccus	Nibricoccus aquaticus
Bacteria	NA	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus sp. GAS368
Bacteria	NA	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus sp. VeGlc2
Bacteria	NA	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus terrae
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	NA
Bacteria	NA	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	NA
Bacteria	NA	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	Opitutaceae bacterium TAV5
Bacteria	NA	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	NA	NA
Bacteria	NA	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Candidatus Moanabacter	Candidatus Moanabacter tarae
Bacteria	NA	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita	Coraliomargarita akajimensis
Bacteria	NA	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia glycaniphila
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	uncultured Akkermansia sp. SMG25
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter sp. DSM 101948
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobia subdivision 3	Pedosphaera	Pedosphaera parvula
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Luteolibacter algae
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter fusiformis
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter vanneervenii
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium sp. GAS474
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium spinosum
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA	uncultured Verrucomicrobiales bacterium HF0010_05E02
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter triazinivorans
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA	uncultured Verrucomicrobiales bacterium HF0200_39L05
Bacteria	NA	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA	NA
Bacteria	NA	Verrucomicrobia	Opitutae	NA	NA	NA	NA
Bacteria	NA	Verrucomicrobia	NA	NA	NA	NA	uncultured Verrucomicrobia bacterium
Bacteria	NA	Verrucomicrobia	NA	NA	NA	NA	uncultured verrucomicrobium HF0070_15G23
Bacteria	NA	Verrucomicrobia	NA	NA	NA	NA	uncultured verrucomicrobium HF0070_35E03
Bacteria	NA	Verrucomicrobia	NA	NA	NA	NA	uncultured verrucomicrobium MB11C04
Bacteria	NA	Verrucomicrobia	NA	NA	NA	NA	Verrucomicrobia bacterium IMCC26134
Bacteria	NA	Verrucomicrobia	NA	NA	NA	NA	Verrucomicrobia bacterium S94
Bacteria	NA	Verrucomicrobia	NA	NA	NA	NA	NA
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas	Lysinimonas sp. KACC 19322
Bacteria	NA	NA	NA	NA	NA	Vampirococcus	Vampirococcus sp. LiM
Bacteria	NA	NA	NA	NA	NA	NA	bacterium
Bacteria	NA	NA	NA	NA	NA	NA	bacterium AG-311-K16
Bacteria	NA	NA	NA	NA	NA	NA	bacterium AG-311-K20
Bacteria	NA	NA	NA	NA	NA	NA	bacterium AG-311-N15
Bacteria	NA	NA	NA	NA	NA	NA	bacterium AG-315-E23
Bacteria	NA	NA	NA	NA	NA	NA	bacterium AG-316-K06
Bacteria	NA	NA	NA	NA	NA	NA	bacterium AG-323-D18
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium aurum
Bacteria	NA	NA	NA	NA	NA	NA	bacterium AG-345-F22
Bacteria	NA	NA	NA	NA	NA	NA	bacterium enrichment culture
Bacteria	NA	NA	NA	NA	NA	NA	bacterium rM5
Bacteria	NA	NA	NA	NA	NA	NA	bacterium symbiont of Acharax sp. Guiness
Bacteria	NA	NA	NA	NA	NA	NA	candidate division SR1 bacterium Aalborg_AAW-1
Bacteria	NA	NA	NA	NA	NA	NA	candidate division SR1 bacterium RAAC1_SR1_1
Bacteria	NA	NA	NA	NA	NA	NA	candidate division TM6 bacterium GW2011_GWF2_28_16
Bacteria	NA	NA	NA	NA	NA	NA	Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium chocolatum
Bacteria	NA	NA	NA	NA	NA	NA	filamentous photosynthetic bacterium Fl98-6
Bacteria	NA	NA	NA	NA	NA	NA	marine bacterium 01-004080
Bacteria	NA	NA	NA	NA	NA	NA	mixed culture bacterium NP30
Bacteria	NA	NA	NA	NA	NA	NA	sulfate-reducing bacterium DSM 14454
Bacteria	NA	NA	NA	NA	NA	NA	symbiont bacterium of Halichondria bowerbanki
Bacteria	NA	NA	NA	NA	NA	NA	symbiont bacterium of Suberites suberia
Bacteria	NA	NA	NA	NA	NA	NA	uncultured ammonia-oxidizing bacterium
Bacteria	NA	NA	NA	NA	NA	NA	uncultured anaerobic bacterium
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium foliorum
Bacteria	NA	NA	NA	NA	NA	NA	uncultured Arctic sea ice bacterium
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 125003-E23
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 164
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 182_07_C02
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 182_08_C21
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 182_13_F13
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 182_16_E12
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium hominis
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 183_21_D14
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 183_24_C18
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 183_26_G23
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 183_29_M04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 183_38_D19
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 183_42_E18
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 1i11
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 2.6_A9
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 2.6_D6
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 2.9_H7
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium lemovicicum
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 2.9_H8
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 22g15
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 24i11
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 2M03
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 32o03
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 33g04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 3b03
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 3e18
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 4050020-J15
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oleivorans
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 405006-B04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 40k7
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 4h09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 4L05
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 52B7
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium 696I
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_1050
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_1134
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_1266
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium oxydans
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_15
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_1807
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_2037
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_2107
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_291
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_324
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_4
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_479
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium paraoxydans
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_515
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_550
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_568
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_660
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_75
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_862
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium A1Q1_fos_91
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium Ad_113_I18_contig2
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AD106-G5
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AD12-A11
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium pygmaeum
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AD12-E7
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AD17-E3
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AD243-H1
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AD254-A9
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AD264-E4
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AD347-E12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AD45-G12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium Ak20-3
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium APKI441
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sediminis
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC02_G_04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC03_F_03
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC04_F_10
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC04_G_05
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC06_E_09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC06_H_11
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC07_E_02
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC08_C_07
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC08_H_02
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC09_D_03
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC09_D_04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC09_G_06
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC09_G_07
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC10_A_01
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC10_F_05
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC11_B_09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC12_H_4
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC13_B_06
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC13_E_12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC13_G_06
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 10M-3C3
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC14_B_11
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC16_F_12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC2_F2
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC22_F_01
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC24_B_12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC24_F_09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC26_B_07
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC26_B_09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC26_C_03
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC29_C_07
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. ABRD_28
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC31_H_08
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC32_C_08
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC32_E_01
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC33_F_06
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC34_F_09
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC37_F_06
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC38_A_01
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC38_F_05
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC39_A_07
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC40_B_04
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC42_H_12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC45_G_10
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC46_A_12
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC47_D_06
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC49_D_07
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium ARCTIC96BD-19
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AZOG20866
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium AZOG21036
Bacteria	NA	NA	NA	NA	NA	NA	uncultured bacterium B26B6
Bacteria	NA	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. BH-3-3-3
