superkingdom	kingdom	phylum	order	class	family	genus	species	06-mergeLCA//A0_2	06-mergeLCA//B0_2	06-mergeLCA//C0_2	06-mergeLCA//A1_2	06-mergeLCA//B1_2	06-mergeLCA//C1_2	06-mergeLCA//A5_0	06-mergeLCA//B5_0	06-mergeLCA//C5_0	06-mergeLCA//A8_0	06-mergeLCA//B8_0	06-mergeLCA//C8_0	06-mergeLCA//GP_1	06-mergeLCA//GP_2	06-mergeLCA//GP_3
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. LH1G9	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. LM8	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. LPH1	0	1	3	0	0	13	2	0	3	2	5	6	0	2	4
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. LTGT-11-2Z	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. LTJR-52	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. Lz4W	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. M30-35	2	0	0	1	3	3	0	2	0	0	2	3	0	1	5
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. MIS38	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. MPC6	0	0	0	0	1	3	0	0	0	3	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. MRSN12121	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. MS586	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. MT-1	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. MYb193	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NC02	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NIBRBAC000502773	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NS1(2017)	0	0	2	0	0	6	0	0	1	0	0	4	1	0	6
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. Os17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. PE08	0	0	0	0	1	14	0	0	3	0	0	7	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. phDV1	0	0	0	2	3	44	0	0	11	3	1	8	0	0	15
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. PONIH3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. R1-43-08	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. R11-23-07	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. R2-60-08W	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. R2A2	0	0	0	0	0	2	0	0	0	0	1	1	2	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. R4-35-07	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. R5-89-07	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. RU47	1	1	1	2	2	60	0	2	3	2	0	5	4	0	21
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. S-6-2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. S09G 359	0	0	1	0	0	14	0	0	0	0	0	4	0	0	4
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. S150	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. s211(2017)	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. SCB32	0	0	0	0	0	6	0	3	2	0	0	2	0	0	2
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. SNU WT1	0	0	2	0	0	14	0	0	1	0	0	1	0	0	3
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. St29	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. StFLB209	0	0	0	1	0	31	0	0	1	0	0	0	0	0	4
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. SWI44	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. SWI6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. SWI7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. SXM-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. TCU-HL1	0	0	0	0	0	9	1	0	5	3	1	9	0	2	1
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. TMW 2.1634	0	0	0	1	0	7	0	0	0	0	0	0	0	0	2
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. URMO17WK12:I11	0	0	1	0	0	1	0	0	4	0	0	3	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. UW4	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. VLB120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. WCS374	0	0	0	0	0	0	0	1	1	0	2	0	0	3	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	1	1	8	0	3	183	8	3	96	6	5	64	1	2	50
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas synxantha	0	0	1	1	2	8	0	0	1	2	1	1	1	2	2
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	3	0	1	0	1	17	0	0	8	3	0	6	2	1	6
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group genomosp. 3	0	0	0	0	0	9	0	0	4	0	0	7	0	0	5
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas taetrolens	0	0	0	0	0	9	0	0	0	0	0	0	1	0	1
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas thivervalensis	0	0	0	0	0	1	0	0	7	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas tolaasii	0	0	0	0	0	5	0	0	1	0	0	0	0	0	2
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas trivialis	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas umsongensis	0	0	0	1	0	37	0	0	3	0	0	3	1	0	20
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas vancouverensis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas veronii	0	0	0	0	0	16	2	1	5	9	0	6	0	0	8
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas versuta	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas viridiflava	0	0	3	1	0	30	0	0	1	0	0	3	0	0	18
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas xanthomarina	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas xinjiangensis	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	Pseudomonas yamanorum	0	0	0	1	0	3	0	0	0	0	0	2	0	0	2
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	Pseudomonas	NA	112	87	456	194	211	7994	151	154	2299	399	223	2026	195	184	2980
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	NA	Pseudomonadaceae bacterium SI-3	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	Pseudomonadaceae	NA	NA	10	8	29	10	11	468	11	5	273	38	18	224	8	4	171
Bacteria	NA	Proteobacteria	Pseudomonadales	Gammaproteobacteria	NA	NA	NA	1	1	4	0	0	63	1	0	32	1	3	43	2	1	16
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Aurantimonas	Aurantimonas coralicida	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Aurantimonas	Aurantimonas manganoxydans	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Aureimonas	Aureimonas altamirensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Aureimonas	Aureimonas frigidaquae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Aureimonas	Aureimonas sp. AU20	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Aureimonas	NA	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Fulvimarina	Fulvimarina manganoxydans	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Martelella	Martelella endophytica	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Martelella	Martelella mediterranea	0	0	1	1	5	1	0	1	2	1	2	0	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Aurantimonadaceae	Martelella	Martelella sp. AD-3	0	2	0	1	5	0	1	0	3	0	0	3	0	2	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bartonellaceae	Bartonella	Bartonella apis	5	9	6	1	4	2	3	5	0	8	2	3	4	5	4
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bartonellaceae	Bartonella	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Beijerinckiaceae	Beijerinckia	Beijerinckia indica	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Beijerinckiaceae	NA	Beijerinckiaceae bacterium RH AL1	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Afipia	Afipia sp. GAS231	0	0	0	2	1	0	0	0	0	1	0	3	1	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Afipia	Afipia sp. OHSU_II	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bosea	Bosea sp. AS-1	0	0	0	0	0	0	1	0	3	1	0	3	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bosea	Bosea sp. F3-2	0	1	1	1	2	2	0	2	5	0	2	4	1	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bosea	Bosea sp. PAMC 26642	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bosea	Bosea sp. RAC05	0	1	1	4	0	4	0	0	0	0	1	3	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bosea	Bosea sp. Tri-49	1	0	0	0	0	7	0	0	4	1	1	10	0	1	2
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bosea	Bosea vaviloviae	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bosea	NA	1	3	4	2	0	10	1	0	7	0	1	15	0	0	2
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium amphicarpaeae	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium betae	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium canariense	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium diazoefficiens	0	0	0	0	2	0	0	0	0	0	0	4	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium erythrophlei	0	0	1	0	2	2	3	1	2	0	1	3	0	1	2
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium guangdongense	1	0	0	0	2	0	1	3	0	2	0	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium guangxiense	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium icense	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium lablabi	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium oligotrophicum	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium ottawaense	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium paxllaeri	2	0	1	0	0	2	2	2	2	2	0	2	1	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp.	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. 3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. BTAi1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. CCGE-LA001	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. ORS 278	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. ORS 285	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. ORS 3257	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. SK17	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium zhanjiangense	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Bradyrhizobium	NA	5	5	1	3	2	13	11	18	12	4	8	20	3	9	3
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis	0	1	2	4	1	1	0	0	0	0	2	1	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Nitrobacter	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans	0	0	0	0	1	0	3	0	1	0	0	0	1	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	1	0	0	0	4	3	2	2	1	5	5	11	6	6	6
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	Tardiphaga	NA	0	0	0	1	0	2	0	0	2	1	1	0	0	1	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Bradyrhizobiaceae	NA	NA	4	6	5	5	6	16	14	17	12	11	11	25	3	1	3
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Brucella	Brucella abortus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Brucella	Brucella sp. 09RB8471	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Brucella	Brucella sp. 09RB8910	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Brucella	Brucella vulpis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Ochrobactrum	Ochrobactrum anthropi	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Ochrobactrum	Ochrobactrum pituitosum	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Ochrobactrum	Ochrobactrum pseudogrignonense	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Ochrobactrum	Ochrobactrum quorumnocens	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Ochrobactrum	Ochrobactrum sp. PW1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	Ochrobactrum	NA	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Brucellaceae	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Chelatococcaceae	Chelatococcus	Chelatococcus daeguensis	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Chelatococcaceae	Chelatococcus	Chelatococcus sp. CO-6	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Chelatococcaceae	Chelatococcus	NA	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Cohaesibacteraceae	Breoghania	Breoghania sp. L-A4	2	0	0	0	3	1	0	0	0	3	3	1	3	0	2
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Cohaesibacteraceae	Cohaesibacter	Cohaesibacter sp. ES.047	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Hyphomicrobiaceae	Blastochloris	Blastochloris sp. GI	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Hyphomicrobiaceae	Blastochloris	Blastochloris viridis	0	0	0	0	1	1	0	0	0	0	1	1	5	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Hyphomicrobiaceae	Blastochloris	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Hyphomicrobiaceae	Devosia	Devosia sp. 1566	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
Bacteria	NA	Proteobacteria	Rhizobiales	Alphaproteobacteria	Hyphomicrobiaceae	Devosia	Devosia sp. A16	0	2	0	0	1	2	2	2	2	3	0	1	0	1	3
